file,line_no,text,topic_hits,anchor_strength
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,28,**REBUTTAL (Opposite / Neutralizing Statement)**,,0
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,312,* Transcript: exact testimony on housing/employment/support,,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,2,## MEEK2/MEEK3 Continuation — Ongoing Parenting-Time Suspension (as of 2026-02-22),,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,13,- Custody / parenting-time case in Muskegon 14th Circuit (MEEK2 track).,,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,50,**Strategic implication:** ongoing harm supports **current trial-court relief requests** even if some appellate clocks have expired.,,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,90,- Identify the current controlling parenting-time order (Operating Order Pin),,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,126,- Your actual statement (your version): no need for supervision / accusations unsupported / not in best interests,,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,165,- what exact milestone triggers parenting-time restoration,,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,260,## Packet A — “Operating Order Pin + Timeline Core” (Trial Court support packet),,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,261,"**Forum:** internal build first, then supports 14th Circuit filings",,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,265,1. Order index (all parenting-time affecting orders),,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,273,## Packet B — “Parenting-Time Restoration Motion” (14th Circuit Family),,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,275,**Purpose:** obtain present-tense parenting-time relief,,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,336,- supervised parenting-time characterization,,0
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,340,- File **Parenting-Time Restoration / Modification** packet,,0
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,10,The sample strongly supports a **cross-lane chronology spine** connecting:,,0
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,83,Below is the **viable-action map** based on what the sample currently supports. This is the actionable layer you asked for.,,0
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,168,- **Relief target:** Terminate or narrow no-contact terms consistent with lawful exchange/parenting provisions,,0
